fe_count,best_error
540,1.5805224683e+04
9473,1.1198905356e+03
16863,8.9760404831e+02
23550,8.4277999561e+02
29745,8.2970853451e+02
35557,8.2660405755e+02
41054,8.2579668252e+02
46281,8.2567650003e+02
51276,8.2562497540e+02
56064,8.2561397873e+02
60668,8.2561254663e+02
65103,8.2561240244e+02
69386,8.2561238670e+02
73527,8.2561238527e+02
77537,8.2561238508e+02
81425,8.2561238506e+02
85200,8.2561238506e+02
88869,8.2561238506e+02
92436,8.2561238506e+02
95908,8.2561238506e+02
99291,8.2561238506e+02
102587,8.2561238506e+02
105801,8.2561238506e+02
108938,8.2561238506e+02
112001,8.2561238506e+02
114993,8.2561238506e+02
117917,8.2561238506e+02
120775,8.2561238506e+02
121315,8.2561238506e+02
129832,8.2561238506e+02
136553,8.2561238506e+02
142493,8.2561238506e+02
147900,8.2561238506e+02
152896,8.2561238506e+02
157556,8.2561238506e+02
158096,8.2561238506e+02
166350,8.2561238506e+02
172733,8.2561238506e+02
178313,8.2561238506e+02
183346,8.2561238506e+02
187959,8.2561238506e+02
192229,8.2561238506e+02
196217,8.2561238506e+02
199957,8.2561238506e+02
203483,8.2561238506e+02
206818,8.2561238506e+02
209981,8.2561238506e+02
212989,8.2561238506e+02
213529,8.2561238506e+02
221175,8.2561238506e+02
226796,8.2561238506e+02
231567,8.2561238506e+02
235767,8.2561238506e+02
239535,8.2561238506e+02
242956,8.2561238506e+02
246093,8.2561238506e+02
248984,8.2561238506e+02
251664,8.2561238506e+02
254158,8.2561238506e+02
256486,8.2561238506e+02
258668,8.2561238506e+02
260716,8.2561238506e+02
262642,8.2561238506e+02
264458,8.2561238506e+02
266171,8.2561238506e+02
267790,8.2561238506e+02
269324,8.2561238506e+02
270776,8.2561238506e+02
272154,8.2561238506e+02
273462,8.2561238506e+02
274707,8.2561238506e+02
275888,8.2561238506e+02
277013,8.2561238506e+02
277553,8.2561238506e+02
283278,8.2561238506e+02
286632,8.2561238506e+02
289101,8.2561238506e+02
291025,8.2561238506e+02
292569,8.2561238506e+02
293827,8.2561238506e+02
294865,8.2561238506e+02
295731,8.2561238506e+02
296457,8.2561238506e+02
297069,8.2561238506e+02
297587,8.2561238506e+02
298027,8.2561238506e+02
298402,8.2561238506e+02
298722,8.2561238506e+02
298995,8.2561238506e+02
299230,8.2561238506e+02
299432,8.2561238506e+02
299604,8.2561238506e+02
299754,8.2561238506e+02
299879,8.2561238506e+02
299987,8.2561238506e+02
300000,8.2561238506e+02
